edgelist,group,embedder,similarity_metric,type,value
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_7,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6880139663963463
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_7,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5274918079376221
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_7,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7553912507701788
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_18,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.691542069042069
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_18,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5821511745452881
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_18,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.765142150803461
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_25,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6684036827712154
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_25,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5724217891693115
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_25,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7318982387475539
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_24,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6696690710016864
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_24,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.4415605068206787
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_24,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7581453634085212
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_13,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.7053791261878218
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_13,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.4701578617095947
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_13,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7526218383713756
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_22,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6929869000564653
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_22,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5468192100524902
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_22,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7583547557840616
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_46,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6690147529561717
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_46,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.555152177810669
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_46,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7577639751552795
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_49,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6529296519735879
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_49,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.4602959156036377
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_49,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7483640690065436
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_0,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.658551275370955
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_0,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.355701208114624
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_0,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.740506329113924
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_5,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6634089264663635
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_5,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5214962959289551
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_5,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7530625402965829
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_8,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6620532469818511
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_8,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.4909398555755615
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_8,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7531270572745228
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_12,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6651256654773414
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_12,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.4948081970214844
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_12,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7421299397186871
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_23,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.701490817811534
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_23,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.3929204940795898
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_23,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7597560975609755
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_2,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.700926046061744
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_2,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5890824794769287
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_2,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7749360613810742
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_31,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.7116063128497911
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_31,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5192298889160156
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_31,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7827648114901257
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_16,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6614747702335804
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_16,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.4884450435638428
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_16,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7522697795071337
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_44,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6827717167314421
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_44,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.4520187377929687
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_44,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7528809218950064
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_43,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6895051242426529
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_43,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5782966613769531
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_43,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7508090614886731
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_29,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6735188988738188
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_29,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5119197368621826
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_29,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7376847290640394
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_38,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6988609944001248
input_data/irreg_block_graphs_0.75g_0.25ng/graph_sample_38,irreg_block_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5192568302154541
