edgelist,group,embedder,similarity_metric,type,value
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_7,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6731539725974508
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_7,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.6322460174560547
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_7,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.735142118863049
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_18,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6567478773705318
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_18,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5909814834594727
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_18,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7579617834394905
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_25,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6537855680551332
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_25,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5504968166351318
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_25,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7436868686868687
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_24,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6994601948775861
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_24,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5225949287414551
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_24,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7564575645756458
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_13,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6703266921484312
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_13,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5817179679870605
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_13,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7468982630272952
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_22,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6626450264711135
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_22,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5353798866271973
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_22,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7485604606525911
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_46,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6628143009969096
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_46,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5644612312316895
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_46,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.745
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_49,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.654226235930355
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_49,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.4230899810791015
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_49,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7301387137452713
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_0,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6862238031587473
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_0,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.6146001815795898
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_0,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7452018530774321
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_5,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6651140248005237
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_5,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.6029720306396484
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_5,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7408854166666666
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_8,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.7019104879017922
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_8,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.4762938022613525
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_8,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7708066581306017
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_12,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.663578953464537
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_12,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.4967985153198242
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_12,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7361809045226131
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_23,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6478166153449907
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_23,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5193290710449219
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_23,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7255154639175257
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_2,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6314690082863996
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_2,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5269434452056885
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_2,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7338037203335472
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_31,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6568674372560629
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_31,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.569676399230957
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_31,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7314930991217065
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_16,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.702754173904746
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_16,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.544741153717041
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_16,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7655259822560203
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_44,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6471107790759965
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_44,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.4904563426971435
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_44,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7267904509283819
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_43,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.661330227362264
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_43,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5295870304107666
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_43,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7347204161248374
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_29,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6707371389480085
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_29,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.4914491176605224
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_29,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7430779137153896
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_38,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.706237810303943
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_38,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.4598665237426758
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_38,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7549584133077415
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_14,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.672202103693408
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_14,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5211431980133057
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_14,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7297297297297297
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_26,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6601041491330494
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_26,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5080888271331787
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_26,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7384428223844282
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_35,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6921179033526859
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_35,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5049362182617188
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_35,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7595396729254997
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_39,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6594899129855653
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_39,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.4950268268585205
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_39,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7349397590361446
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_32,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6727525622525623
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_32,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.512627363204956
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_32,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7543424317617865
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_19,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6741897402114794
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_19,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5006580352783203
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_19,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7455548743102393
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_37,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6853528958963742
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_37,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.4957764148712158
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_37,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7483870967741937
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_20,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6788638503203721
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_20,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.505098819732666
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_20,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.747305389221557
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_47,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6538611730755894
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_47,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.531285285949707
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_47,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7440401505646173
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_28,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.687400664874578
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_28,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5461647510528564
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_28,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7481108312342569
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_42,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.655760170264518
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_42,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.4486277103424072
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_42,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7323037323037324
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_34,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6766590259981564
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_34,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.6662826538085938
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_34,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7518796992481203
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_27,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6853914922436661
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_27,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.556398868560791
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_27,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.751754945756222
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_36,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6649029722136197
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_36,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5696496963500977
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_36,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7416298168035376
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_48,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6723123604254039
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_48,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.495387315750122
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_48,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7552182163187856
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_4,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6376211713407366
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_4,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.522092342376709
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_4,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7393244104525174
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_45,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6573072285964734
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_45,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.530407190322876
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_45,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7357575757575758
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_17,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6680832429965153
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_17,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.4868552684783935
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_17,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7411689145793192
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_41,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6575179301516897
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_41,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.4122712612152099
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_41,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7445161290322581
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_1,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6797673711151972
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_1,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.6321377754211426
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_1,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7507692307692306
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_21,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,pk_ratio,0.6737335687958114
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_21,5_10_graphs_0.75g_0.25ng,kamada_kawai,None,time,0.5589697360992432
input_data/5_10_graphs_0.75g_0.25ng/graph_sample_21,5_10_graphs_0.75g_0.25ng,kamada_kawai,EuclidianDistance,f_score,0.7451471509079522
